source,n_steps,min_v2v_m,contact_dens_5mm,contact_dens_10mm,contact_dens_20mm
chi3d,-1,0.0036539623979479074,1.8209894960818929e-06,8.194452675525099e-06,3.641979128587991e-05
chi3d,-1,0.003126525552943349,3.6419789921637857e-06,2.003088411584031e-05,9.924393089022487e-05
chi3d,-1,0.008089863695204258,0.0,1.8209894960818929e-06,1.0925937203865033e-05
chi3d,-1,0.009411296807229519,0.0,9.104947480409464e-07,9.104947821469977e-06
chi3d,-1,0.009010079316794872,0.0,9.104947480409464e-07,3.0046327083255164e-05
chi3d,-1,0.005224837455898523,0.0,4.552473910734989e-06,2.5493853172520176e-05
chi3d,-1,0.008141275495290756,0.0,1.8209894960818929e-06,2.003088411584031e-05
chi3d,-1,0.007778091821819544,0.0,1.8209894960818929e-06,1.7299400496995077e-05
chi3d,-1,0.0044618328101933,9.104947480409464e-07,4.552473910734989e-06,2.1851874407730065e-05
chi3d,-1,0.0062720864079892635,0.0,9.104947480409464e-07,1.0015442057920154e-05
chi3d,-1,0.05979900434613228,0.0,0.0,0.0
chi3d,-1,0.0021423252765089273,9.104947480409464e-07,4.552473910734989e-06,1.6388905351050198e-05
chi3d,-1,0.09155501425266266,0.0,0.0,0.0
chi3d,-1,0.006477782968431711,0.0,6.373463293130044e-06,5.918215902056545e-05
chi3d,-1,0.0064869774505496025,0.0,6.373463293130044e-06,3.095682041021064e-05
chi3d,-1,0.009624220430850983,0.0,9.104947480409464e-07,9.104947821469977e-06
chi3d,-1,0.00674818130210042,0.0,3.6419789921637857e-06,1.8209895642939955e-05
chi3d,-1,0.026509219780564308,0.0,0.0,0.0
chi3d,-1,0.009661308489739895,0.0,9.104947480409464e-07,9.104947821469977e-06
chi3d,-1,0.008624766021966934,0.0,2.731484300966258e-06,1.0015442057920154e-05
chi3d,-1,0.008155904710292816,0.0,9.104947480409464e-07,8.194452675525099e-06
chi3d,-1,0.0016914558364078403,3.6419789921637857e-06,1.2746926586260088e-05,8.649699884699658e-05
chi3d,-1,0.011508324183523655,0.0,0.0,5.462968601932516e-06
chi3d,-1,0.009796095080673695,0.0,9.104947480409464e-07,1.183643144031521e-05
chi3d,-1,0.0022902421187609434,1.547841020510532e-05,0.0001019754126900807,0.0005417443462647498
chi3d,-1,0.002013235120102763,1.2746926586260088e-05,6.191364082042128e-05,0.00036966087645851076
chi3d,-1,0.0025135816540569067,9.104947480409464e-07,5.462968601932516e-06,3.186731555615552e-05
chi3d,-1,0.005326519720256329,0.0,3.6419789921637857e-06,1.547841020510532e-05
chi3d,-1,0.0068880547769367695,0.0,3.6419789921637857e-06,1.912038896989543e-05
chi3d,-1,0.006039705593138933,0.0,5.462968601932516e-06,2.9135831937310286e-05
chi3d,-1,0.008155904710292816,0.0,1.8209894960818929e-06,8.194452675525099e-06
chi3d,-1,0.004784159827977419,9.104947480409464e-07,9.104947480409464e-07,1.0925937203865033e-05
chi3d,-1,0.00845727976411581,0.0,9.104947480409464e-07,4.552473910734989e-06
chi3d,-1,0.00612788088619709,0.0,2.731484300966258e-06,1.0015442057920154e-05
chi3d,-1,0.0038756122812628746,9.104947480409464e-07,3.6419789921637857e-06,2.1851874407730065e-05
chi3d,-1,0.008439641445875168,0.0,2.731484300966258e-06,1.6388905351050198e-05
chi3d,-1,0.04121134430170059,0.0,0.0,0.0
chi3d,-1,0.00240450631827116,9.104947480409464e-07,1.8209894960818929e-06,1.7299400496995077e-05
chi3d,-1,0.0175815150141716,0.0,0.0,9.104947480409464e-07
chi3d,-1,0.014838448725640774,0.0,0.0,7.2839579843275715e-06
chi3d,-1,0.01023062877357006,0.0,0.0,6.373463293130044e-06
chi3d,-1,0.005899924784898758,0.0,2.731484300966258e-06,1.8209895642939955e-05
chi3d,-1,0.0045281341299414635,9.104947480409464e-07,9.104947480409464e-07,1.183643144031521e-05
chi3d,-1,0.0064869774505496025,0.0,1.8209894960818929e-06,9.104947821469977e-06
chi3d,-1,0.005337697919458151,0.0,1.8209894960818929e-06,9.104947821469977e-06
chi3d,-1,0.011477205902338028,0.0,0.0,2.731484300966258e-06
chi3d,-1,0.005415300838649273,0.0,1.8209894960818929e-06,1.547841020510532e-05
chi3d,-1,0.0061666653491556644,0.0,5.462968601932516e-06,2.0941379261785187e-05
chi3d,-1,0.005292842630296946,0.0,9.104947480409464e-07,7.2839579843275715e-06
chi3d,-1,0.005940197966992855,0.0,2.731484300966258e-06,1.0925937203865033e-05
chi3d,-1,0.008583201095461845,0.0,9.104947480409464e-07,1.0925937203865033e-05
chi3d,-1,0.004114330746233463,9.104947480409464e-07,1.8209894960818929e-06,1.6388905351050198e-05
chi3d,-1,0.00645935395732522,0.0,2.731484300966258e-06,4.370374881546013e-05
chi3d,-1,0.0016914558364078403,1.8209894960818929e-06,7.2839579843275715e-06,7.192908378783613e-05
chi3d,-1,0.006550980266183615,0.0,6.373463293130044e-06,3.3688305848045275e-05
chi3d,-1,0.019161539152264595,0.0,0.0,9.104947480409464e-07
chi3d,-1,0.001291870721615851,5.462968601932516e-06,4.643523061531596e-05,0.00029044781695120037
chi3d,-1,0.004943470936268568,9.104947480409464e-07,1.0015442057920154e-05,0.00010834887507371604
chi3d,-1,0.005326519720256329,0.0,8.194452675525099e-06,7.73920546635054e-05
chi3d,-1,0.00645935395732522,0.0,9.104947480409464e-07,1.2746926586260088e-05
chi3d,-1,0.008768693543970585,0.0,9.104947480409464e-07,5.462968601932516e-06
chi3d,-1,0.007250606548041105,0.0,1.8209894960818929e-06,3.6419789921637857e-06
chi3d,-1,0.005326519720256329,0.0,1.0925937203865033e-05,8.103403524728492e-05
chi3d,-1,0.0012831906788051128,1.8209894960818929e-06,1.183643144031521e-05,0.00010470689448993653
chi3d,-1,0.0043054670095443726,9.104947480409464e-07,5.462968601932516e-06,6.828710320405662e-05
chi3d,-1,0.002367031294852495,1.8209894960818929e-06,2.731484300966258e-06,4.370374881546013e-05
chi3d,-1,0.0026744266506284475,1.8209894960818929e-06,4.552473910734989e-06,3.550929613993503e-05
chi3d,-1,0.005524271633476019,0.0,1.547841020510532e-05,0.00014112668577581644
chi3d,-1,0.007356698624789715,0.0,9.104947480409464e-07,2.2762369553674944e-05
chi3d,-1,0.005109484773129225,0.0,1.8209894960818929e-06,7.2839579843275715e-06
chi3d,-1,0.006394433788955212,0.0,1.8209894960818929e-06,1.0015442057920154e-05
chi3d,-1,0.008067729882895947,0.0,9.104947480409464e-07,1.2746926586260088e-05
chi3d,-1,0.01517211738973856,0.0,0.0,2.731484300966258e-06
chi3d,-1,0.01371974777430296,0.0,0.0,1.8209894960818929e-06
chi3d,-1,0.0038447303231805563,2.731484300966258e-06,1.547841020510532e-05,0.00018574092246126384
chi3d,-1,0.017075886949896812,0.0,0.0,9.104947480409464e-07
chi3d,-1,0.005950223654508591,0.0,4.552473910734989e-06,3.641979128587991e-05
chi3d,-1,0.02880445495247841,0.0,0.0,0.0
chi3d,-1,0.008795841597020626,0.0,9.104947480409464e-07,1.183643144031521e-05
chi3d,-1,0.03873458504676819,0.0,0.0,0.0
chi3d,-1,0.004353650845587254,9.104947480409464e-07,1.8209894960818929e-06,7.2839579843275715e-06
chi3d,-1,0.00473406258970499,9.104947480409464e-07,1.8209894960818929e-06,1.3657420822710264e-05
chi3d,-1,0.0068359375,0.0,9.104947480409464e-07,2.731484300966258e-06
chi3d,-1,0.005545808933675289,0.0,9.104947480409464e-07,7.2839579843275715e-06
